iter	Logloss
0	0.3540209869
1	0.1149847944
2	0.06559734105
3	0.03684301801
4	0.01978528147
5	0.01020589708
6	0.009146156922
7	0.006182398849
8	0.003854288536
9	0.003270339748
10	0.002731683358
11	0.002282545933
12	0.00179350712
13	0.001516638903
14	0.001400882012
15	0.001094759533
16	0.0009884063501
17	0.0009127588452
18	0.0008444785086
19	0.0007867341321
20	0.000737166797
21	0.0006969563015
22	0.0006528521575
23	0.0006260095235
24	0.000590619817
25	0.0005601852096
26	0.0005323873987
27	0.0005081070734
28	0.0004862325838
29	0.0004732114123
30	0.0004609930442
31	0.0004494293931
32	0.0004335391816
33	0.0004234318727
34	0.0004142719278
35	0.0004055855647
36	0.0003968896713
37	0.000387980792
38	0.0003755698022
39	0.000368262112
40	0.0003571748372
41	0.0003501893765
42	0.0003434751804
43	0.0003371864566
44	0.0003280100732
45	0.0003227585103
46	0.0003144015384
47	0.0003056982882
48	0.0002975460514
49	0.0002941918212
50	0.0002897468231
51	0.0002853306253
52	0.0002789118217
53	0.0002732147495
54	0.0002699200378
55	0.0002690312865
56	0.0002633691986
57	0.000257963728
58	0.0002523350978
59	0.0002491254715
60	0.0002450214321
61	0.0002449616794
62	0.0002448095801
63	0.0002430804496
64	0.0002429631416
65	0.0002419604379
66	0.0002381044673
67	0.0002380891805
68	0.0002356954286
69	0.0002342253948
70	0.0002341564084
71	0.0002341293476
72	0.0002321513307
73	0.0002321368515
74	0.0002321296128
75	0.0002321163375
76	0.0002321030637
77	0.0002320607669
78	0.0002320535334
79	0.0002285279884
80	0.0002285151596
81	0.0002248053712
82	0.000223522018
83	0.0002214314007
84	0.000221340798
85	0.0002195849452
86	0.0002192788294
87	0.0002192150233
88	0.0002192075463
89	0.0002192075463
90	0.0002191055607
91	0.0002190820886
92	0.0002188008678
93	0.0002161353402
94	0.000214201433
95	0.0002140672903
96	0.0002120402551
97	0.0002119566155
98	0.000208804236
99	0.0002052368946
100	0.0002034980231
101	0.0002034980231
102	0.0002034955123
103	0.0002003569151
104	0.0002002941206
105	0.0001986072586
106	0.0001985707974
107	0.0001963107002
108	0.000196230695
109	0.0001961907161
110	0.0001961307891
111	0.0001952639234
112	0.0001952243774
113	0.0001952046102
114	0.0001936375821
115	0.0001935653016
116	0.0001920270924
117	0.0001920155848
118	0.0001920143927
119	0.0001920132007
120	0.0001919244163
121	0.0001919244163
122	0.0001919244163
123	0.0001919232254
124	0.0001897523756
125	0.0001874382278
126	0.0001874382278
127	0.0001874291818
128	0.0001862016495
129	0.0001861910764
130	0.0001861897599
131	0.0001861719269
132	0.0001861184537
133	0.0001858243747
134	0.0001852133757
135	0.0001841084216
136	0.0001839344406
137	0.0001821439509
138	0.0001821098922
139	0.0001820464193
140	0.0001820146977
141	0.0001820046515
142	0.0001819946064
143	0.0001819895844
144	0.0001819578868
145	0.000181926201
146	0.000181847032
147	0.0001818420184
148	0.0001795794821
149	0.0001795629934
150	0.0001782506812
151	0.0001771572919
152	0.0001771093061
153	0.0001770793399
154	0.0001770793399
155	0.0001770643616
156	0.0001769745503
157	0.0001768150378
158	0.0001766360812
159	0.0001765884001
160	0.0001765251276
161	0.0001765211584
162	0.0001765023516
163	0.0001764929496
164	0.000176433464
165	0.0001764287667
166	0.000176349508
167	0.00017633074
168	0.0001763010545
169	0.0001762862152
170	0.0001762713785
171	0.0001760817239
172	0.0001760028162
173	0.0001759239901
174	0.0001758295115
175	0.0001758221327
176	0.0001758184436
177	0.0001757815608
178	0.0001757741864
179	0.0001757152162
180	0.0001755385613
181	0.0001747903335
182	0.0001747320481
183	0.0001743604682
184	0.000174356605
185	0.0001743529797
186	0.0001743493545
187	0.000174331041
188	0.0001738692042
189	0.0001738385006
190	0.0001738312945
191	0.0001722389551
192	0.0001721318805
193	0.0001721168445
194	0.0001720529674
195	0.0001701669808
196	0.0001695095415
197	0.0001695073503
198	0.0001694782246
199	0.0001694695888
200	0.0001679611026
201	0.0001678006476
202	0.0001676405211
203	0.0001675872002
204	0.0001675729742
205	0.0001675223639
206	0.0001675205871
207	0.000166228404
208	0.0001662278838
209	0.0001662262461
210	0.0001653051327
211	0.0001644308481
212	0.0001641752082
213	0.0001639967397
214	0.0001639203719
215	0.0001638525938
216	0.0001638390464
217	0.0001638382521
218	0.0001636455063
219	0.0001636446618
220	0.0001636412841
221	0.0001630983399
222	0.0001630731624
223	0.0001630195293
224	0.0001628844057
225	0.0001628781275
226	0.0001619959639
227	0.0001619951375
228	0.0001619943111
229	0.000161107112
230	0.0001606127382
231	0.0001604959177
232	0.0001604898298
233	0.0001604837423
234	0.0001603621134
235	0.0001603074325
236	0.0001602527915
237	0.0001602467233
238	0.0001602390532
239	0.000160208722
240	0.0001601828905
241	0.0001601484086
242	0.0001601101154
243	0.0001600585312
244	0.000160032751
245	0.0001600198651
246	0.0001600138151
247	0.0001600099919
248	0.0001600080804
249	0.0001599823185
250	0.0001598906539
251	0.000159794075
252	0.0001597397983
253	0.0001595268159
254	0.0001590001619
255	0.0001589461429
256	0.000158898439
257	0.0001588603621
258	0.0001588584792
259	0.0001588108307
260	0.0001587981508
261	0.0001587505406
262	0.0001587125395
263	0.0001586887557
264	0.0001586436815
265	0.0001584667995
266	0.0001584541807
267	0.0001584391999
268	0.000158409249
269	0.0001583840347
270	0.0001583541065
271	0.0001583241906
272	0.0001577588856
273	0.0001577526345
274	0.0001577496991
275	0.00015772622
276	0.0001577144828
277	0.0001576395517
278	0.0001572189094
279	0.000157215995
280	0.000155926029
281	0.0001558773607
282	0.0001557858497
283	0.00015574013
284	0.0001556534249
285	0.0001556505721
286	0.0001556475324
287	0.0001556446798
288	0.0001556302414
289	0.0001556074271
290	0.0001555846199
291	0.0001555817697
292	0.000155580868
293	0.0001555466747
294	0.0001555438259
295	0.00015550965
296	0.0001555068027
297	0.000155484027
298	0.0001542239493
299	0.0001537670563
300	0.0001536226439
301	0.0001535671726
302	0.0001535560838
303	0.0001534674385
304	0.0001534556351
305	0.0001533855346
306	0.0001533634145
307	0.0001533398449
308	0.0001533287905
309	0.000153202905
310	0.0001517235646
311	0.0001517143959
312	0.0001515980494
313	0.000151596611
314	0.0001515912159
315	0.000151542675
316	0.0001513703966
317	0.0001513700381
318	0.0001512840427
319	0.000151235711
320	0.0001512242603
321	0.000151190247
322	0.0001511873861
323	0.0001497487525
324	0.0001488474165
325	0.0001473647305
326	0.0001473160285
327	0.0001472673635
328	0.0001472267414
329	0.00014722134
330	0.0001471807448
331	0.0001471604546
332	0.0001470741695
333	0.000146966489
334	0.0001469260391
335	0.0001468615447
336	0.0001465553982
337	0.0001464912533
338	0.0001463707944
339	0.0001463700006
340	0.0001463486683
341	0.0001460685955
342	0.0001460636021
343	0.0001460509557
344	0.0001460409716
345	0.0001460283288
346	0.000146027705
347	0.000146002428
348	0.0001459971224
349	0.0001459918172
350	0.0001458125018
351	0.0001458118799
352	0.0001457237254
353	0.0001456740511
354	0.0001456614747
355	0.0001456416198
356	0.0001456316942
357	0.0001456285413
358	0.000145565731
359	0.000145555816
360	0.0001454963566
361	0.0001454955726
362	0.000145465863
363	0.0001454605978
364	0.0001454292577
365	0.0001454239954
366	0.0001454208535
367	0.0001454159062
368	0.0001453664511
369	0.0001453466803
370	0.0001452972752
371	0.0001452920228
372	0.0001452867707
373	0.0001451289707
374	0.0001450108596
375	0.0001449715234
376	0.000144847135
377	0.0001448458302
378	0.0001447712984
379	0.0001447699952
380	0.0001447686919
381	0.0001447660855
382	0.000144746484
383	0.0001447219911
384	0.0001446909821
385	0.0001446805686
386	0.0001435289297
387	0.0001435214919
388	0.0001435022363
389	0.0001434926102
390	0.0001434721762
391	0.0001434529345
392	0.0001429621817
393	0.0001429609145
394	0.0001428394008
395	0.000142834633
396	0.0001428321037
397	0.0001428273364
398	0.0001428260719
399	0.0001427176158
400	0.0001427128563
401	0.0001427115939
402	0.0001427103316
403	0.0001427042941
404	0.0001426034107
405	0.0001424515471
406	0.0001423378749
407	0.0001423000163
408	0.0001422799447
409	0.0001422232201
410	0.0001422131945
411	0.0001421931491
412	0.0001421691813
413	0.0001421491495
414	0.0001421372075
415	0.0001421171857
416	0.0001420671559
417	0.0001420624417
418	0.0001420505151
419	0.0001420458019
420	0.0001420358043
421	0.0001419858386
422	0.0001419758506
423	0.0001419711426
424	0.0001411123638
425	0.0001410705459
426	0.0001410233974
427	0.0001409756762
428	0.0001409559924
429	0.0001409325207
430	0.0001409278855
431	0.0001409278855
432	0.0001408885565
433	0.0001408651087
434	0.0001408604781
435	0.0001408558477
436	0.000140816563
437	0.0001408119357
438	0.0001408073086
439	0.0001408026819
440	0.0001407980555
441	0.0001407496056
442	0.0001407449828
443	0.0001406982017
444	0.0001406590114
445	0.0001406220872
446	0.0001406104103
447	0.0001406057969
448	0.0001405355597
449	0.0001405257836
450	0.0001405023979
451	0.0001404557895
452	0.0001404324959
453	0.0001404276154
454	0.00014038858
455	0.0001403701868
456	0.0001403609924
457	0.000140358694
458	0.0001403579647
459	0.0001403303911
460	0.0001403291729
461	0.0001403268757
462	0.0001403261491
463	0.0001403254204
464	0.0001403239673
465	0.0001400906325
466	0.0001399742672
467	0.0001399377065
468	0.0001398281765
469	0.0001397916969
470	0.0001397454202
471	0.0001397357638
472	0.0001397345569
473	0.00013973335
474	0.0001397140433
475	0.000139667822
476	0.0001396581773
477	0.0001396388933
478	0.0001396292532
479	0.0001396288926
480	0.0001396173509
481	0.0001395809892
482	0.0001395694609
483	0.0001395118307
484	0.0001394925897
485	0.0001394829711
486	0.0001394466816
487	0.0001393379333
488	0.0001393376334
489	0.0001393261418
490	0.0001393080365
491	0.0001392888526
492	0.0001392707574
493	0.0001392526671
494	0.0001392478749
495	0.0001392430831
496	0.0001392427836
497	0.0001392379922
498	0.0001392188292
499	0.0001391805243
500	0.0001391790912
501	0.0001391733589
502	0.0001391552948
503	0.0001391372356
504	0.0001391369366
505	0.0001391188837
506	0.0001382955475
507	0.0001382766512
508	0.0001382499274
509	0.000138125371
510	0.0001380987093
511	0.0001380874256
512	0.0001380696591
513	0.000138060778
514	0.0001380495155
515	0.0001380118709
516	0.0001379105372
517	0.0001379105372
518	0.0001379105372
519	0.0001379105372
520	0.0001379105372
521	0.0001379105372
522	0.0001379105372
523	0.0001378728866
524	0.0001378167225
525	0.0001377932755
526	0.000137651929
527	0.0001375461017
528	0.0001374756492
529	0.0001374382483
530	0.0001374206561
531	0.0001373679106
532	0.0001372190393
533	0.0001372097453
534	0.0001371819296
535	0.000137172641
536	0.0001371281421
537	0.0001370817512
538	0.0001363327838
539	0.0001363052879
540	0.0001362015759
541	0.0001361604163
542	0.0001361558452
543	0.000136090213
544	0.0001360535805
545	0.0001359552795
546	0.0001359531287
547	0.0001358986014
548	0.0001358258022
549	0.0001358203585
550	0.0001358182121
551	0.0001358073263
552	0.0001356985158
553	0.000135657682
554	0.0001356214071
555	0.0001353507174
556	0.0001351298439
557	0.0001349792969
558	0.0001349434193
559	0.0001349254874
560	0.0001349085477
561	0.0001348656448
562	0.0001348477349
563	0.0001348262894
564	0.0001347755627
565	0.0001346911177
566	0.0001344384929
567	0.0001336274908
568	0.0001335942844
569	0.000133583773
570	0.0001335174322
571	0.0001335130521
572	0.0001334716249
573	0.0001334672479
574	0.000133446266
575	0.0001334148087
576	0.0001333099645
577	0.0001332934432
578	0.0001332769261
579	0.000133224592
580	0.0001331412746
581	0.0001330890561
582	0.0001327356614
583	0.0001326664994
584	0.000132643189
585	0.0001326406007
586	0.0001325974311
587	0.0001324767437
588	0.0001322813561
589	0.0001321838701
590	0.0001320981889
591	0.0001319955524
592	0.0001319631812
593	0.0001319119591
594	0.0001318506439
595	0.0001318165506
596	0.0001317197569
597	0.0001316231139
598	0.000131584894
599	0.0001315527322
600	0.0001315045196
601	0.0001315023999
602	0.0001314702807
603	0.0001314474042
604	0.0001314433919
605	0.0001314393798
606	0.0001314368389
607	0.0001314328272
608	0.0001314248045
609	0.0001314222642
610	0.0001314219995
611	0.000131396602
612	0.0001313357251
613	0.0001313317197
614	0.0001313291834
615	0.0001313266471
616	0.0001312907197
617	0.0001312881861
618	0.0001312841836
619	0.0001312801815
620	0.0001312573855
621	0.000131253385
622	0.0001312523849
623	0.0001312165018
624	0.0001311734723
625	0.0001311055743
626	0.0001310382163
627	0.0001310375851
628	0.0001309579091
629	0.0001309499462
630	0.0001309331422
631	0.0001308377075
632	0.0001308019497
633	0.0001307701811
634	0.000130750336
635	0.0001307463678
636	0.0001307296177
637	0.00013038934
638	0.0001303853941
639	0.0001303775028
640	0.0001303750051
641	0.0001303671151
642	0.0001303631705
643	0.0001303276784
644	0.0001303270547
645	0.0001303249747
646	0.0001303210329
647	0.0001303186479
648	0.0001302831813
649	0.0001302792421
650	0.0001302767493
651	0.000130274671
652	0.0001302580462
653	0.0001302559686
654	0.000130253891
655	0.0001302443616
656	0.0001302418691
657	0.0001302221883
658	0.0001302212044
659	0.0001302133339
660	0.0001302112578
661	0.0001301689172
662	0.000130166538
663	0.0001301615616
664	0.0001301574129
665	0.0001301259654
666	0.0001301209901
667	0.0001299223984
668	0.0001298284776
669	0.0001297268811
670	0.0001296332595
671	0.0001295942855
672	0.0001295593535
673	0.0001295494964
674	0.0001295474428
675	0.0001295163023
676	0.0001294867445
677	0.0001294726257
678	0.0001294398179
679	0.0001294087347
680	0.000129375962
681	0.0001293432082
682	0.000129324428
683	0.0001292917032
684	0.0001292753467
685	0.0001291773139
686	0.0001290844989
687	0.0001290690425
688	0.000129052747
689	0.0001290387274
690	0.0001290232823
691	0.0001290069992
692	0.000128991562
693	0.0001289761287
694	0.0001289740948
695	0.0001289432429
696	0.000128926981
697	0.0001288961527
698	0.0001288799034
699	0.0001288567981
700	0.0001288413987
701	0.0001288393692
702	0.0001288253975
703	0.000128786926
704	0.0001287848983
705	0.0001287772073
706	0.00012877518
707	0.0001287748891
708	0.0001286750038
709	0.0001286673267
710	0.0001286464268
711	0.000128549413
712	0.0001284203205
713	0.0001284183055
714	0.0001284136797
715	0.0001284044294
716	0.0001283998046
717	0.0001283081602
718	0.0001282739724
719	0.0001281265174
720	0.0001280864232
721	0.000128078408
722	0.000128004859
723	0.0001279966844
724	0.0001279814973
725	0.0001279264163
726	0.0001277569187
727	0.0001277549258
728	0.000127643445
729	0.000127623559
730	0.0001276160099
731	0.0001275707357
732	0.0001275342571
733	0.0001275183759
734	0.0001274882341
735	0.0001274745705
736	0.0001274708051
737	0.0001274571455
738	0.0001274533811
739	0.0001274383253
740	0.0001274224691
741	0.0001274215286
742	0.0001267642275
743	0.0001263704335
744	0.0001263386242
745	0.0001263074851
746	0.0001262779406
747	0.0001262001967
748	0.0001261846619
749	0.0001261809754
750	0.000125896566
751	0.0001253810724
752	0.0001253657505
753	0.00012506775
754	0.0001250296542
755	0.0001249925134
756	0.0001249849024
757	0.0001249696842
758	0.0001248301429
759	0.0001247372645
760	0.0001245073617
761	0.0001244711883
762	0.0001243803041
763	0.0001243726164
764	0.000124365085
765	0.0001242792709
766	0.0001242717512
767	0.0001242416796
768	0.0001242078703
769	0.0001242041153
770	0.000124161302
771	0.0001241591479
772	0.0001241569939
773	0.0001241569939
774	0.0001241569939
775	0.0001241569939
776	0.0001241569939
777	0.0001241569939
778	0.0001241569939
779	0.0001241569939
780	0.0001241569939
781	0.0001241569939
782	0.0001241569939
783	0.0001241569939
784	0.0001241569939
785	0.0001241569939
786	0.0001241569939
787	0.0001241569939
788	0.0001241569939
789	0.0001241569939
790	0.0001241569939
791	0.0001241569939
792	0.0001241569939
793	0.0001241569939
794	0.0001241569939
795	0.0001241569939
796	0.0001241569939
797	0.0001241569939
798	0.0001241569939
799	0.0001241569939
800	0.0001241569939
801	0.0001241569939
802	0.0001241569939
803	0.0001241569939
804	0.0001241569939
805	0.0001241569939
806	0.0001241569939
807	0.0001241569939
808	0.0001241569939
809	0.0001241569939
810	0.0001241569939
811	0.0001241569939
812	0.0001241569939
813	0.0001241569939
814	0.0001241569939
815	0.0001241569939
816	0.0001241569939
817	0.0001241569939
818	0.0001241569939
819	0.0001241569939
820	0.0001241569939
821	0.0001241569939
822	0.0001241569939
823	0.0001241569939
824	0.0001241569939
825	0.0001241569939
826	0.0001241569939
827	0.0001241569939
828	0.0001241569939
829	0.0001241569939
830	0.0001241569939
831	0.0001241569939
832	0.0001241569939
833	0.0001241569939
834	0.0001241569939
835	0.0001241569939
836	0.0001241569939
837	0.0001241569939
838	0.0001241569939
839	0.0001241569939
840	0.0001241569939
841	0.0001241569939
842	0.0001241569939
843	0.0001241569939
844	0.0001241569939
845	0.0001241569939
846	0.0001241569939
847	0.0001241569939
848	0.0001241569939
849	0.0001241569939
850	0.0001241569939
851	0.0001241569939
852	0.0001241569939
853	0.0001241569939
854	0.0001241569939
855	0.0001241569939
856	0.0001241569939
857	0.0001241569939
858	0.0001241569939
859	0.0001241569939
860	0.0001241569939
861	0.0001241569939
862	0.0001241569939
863	0.0001241569939
864	0.0001241569939
865	0.0001241569939
866	0.0001241569939
867	0.0001241569939
868	0.0001241569939
869	0.0001241569939
870	0.0001241569939
871	0.0001241569939
872	0.0001241569939
873	0.0001241569939
874	0.0001241569939
875	0.0001241569939
876	0.0001241569939
877	0.0001241569939
878	0.0001241569939
879	0.0001241569939
880	0.0001241569939
881	0.0001241569939
882	0.0001241569939
883	0.0001241569939
884	0.0001241569939
885	0.0001241569939
886	0.0001241569939
887	0.0001241569939
